SDR Valuations,,,,,
,,,,,
Report date,Currency Unit,Currency amount under Rule O-1,Exchange rate,U.S. Dollar equivalent,Percent change in exchange rate against U.S. dollar from previous calculation
17-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.380848,
,,,     U.S.$1.00 = SDR,0.724193,0.18
,,,       SDR1 = US$,1.38085,
,,,,,
18-Jun-19,Chinese yuan,1.0174,6.93595,0.146685,-0.039
18-Jun-19,Euro,0.38671,1.1202,0.433193,-0.152
18-Jun-19,Japanese yen,11.9,108.285,0.109895,0.369
18-Jun-19,U.K. pound,0.085946,1.25355,0.107738,-0.468
18-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.380031,
,,,     U.S.$1.00 = SDR,0.724621,0.059
,,,       SDR1 = US$,1.38003,
,,,,,
19-Jun-19,Chinese yuan,1.0174,6.90825,0.147273,0.401
19-Jun-19,Euro,0.38671,1.1207,0.433386,0.045
19-Jun-19,Japanese yen,11.9,108.405,0.109774,-0.111
19-Jun-19,U.K. pound,0.085946,1.2586,0.108172,0.403
19-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.381125,
,,,     U.S.$1.00 = SDR,0.724047,-0.079
,,,       SDR1 = US$,1.38113,
,,,,,
20-Jun-19,Chinese yuan,1.0174,6.8616,0.148274,0.68
20-Jun-19,Euro,0.38671,1.13045,0.437156,0.87
20-Jun-19,Japanese yen,11.9,107.79,0.1104,0.571
20-Jun-19,U.K. pound,0.085946,1.27,0.109151,0.906
20-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.387501,
,,,     U.S.$1.00 = SDR,0.72072,-0.46
,,,       SDR1 = US$,1.3875,
,,,,,
21-Jun-19,Chinese yuan,1.0174,6.87365,0.148015,-0.175
21-Jun-19,Euro,0.38671,1.13085,0.437311,0.035
21-Jun-19,Japanese yen,11.9,107.56,0.110636,0.214
21-Jun-19,U.K. pound,0.085946,1.2663,0.108833,-0.291
21-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.387315,
,,,     U.S.$1.00 = SDR,0.720817,0.013
,,,       SDR1 = US$,1.38731,
,,,,,
24-Jun-19,Chinese yuan,1.0174,6.87775,0.147926,-0.06
24-Jun-19,Euro,0.38671,1.13925,0.440559,0.743
24-Jun-19,Japanese yen,11.9,107.3,0.110904,0.242
24-Jun-19,U.K. pound,0.085946,1.27405,0.1095,0.612
24-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.391409,
,,,     U.S.$1.00 = SDR,0.718696,-0.294
,,,       SDR1 = US$,1.39141,
,,,,,
25-Jun-19,Chinese yuan,1.0174,6.87825,0.147916,-0.007
25-Jun-19,Euro,0.38671,1.13855,0.440289,-0.061
25-Jun-19,Japanese yen,11.9,106.98,0.111236,0.299
25-Jun-19,U.K. pound,0.085946,1.2756,0.109633,0.122
25-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.391594,
,,,     U.S.$1.00 = SDR,0.7186,-0.013
,,,       SDR1 = US$,1.39159,
,,,,,
26-Jun-19,Chinese yuan,1.0174,6.8755,0.147975,0.04
26-Jun-19,Euro,0.38671,1.1367,0.439573,-0.162
26-Jun-19,Japanese yen,11.9,107.685,0.110507,-0.655
26-Jun-19,U.K. pound,0.085946,1.2689,0.109057,-0.525
26-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.389632,
,,,     U.S.$1.00 = SDR,0.719615,0.141
,,,       SDR1 = US$,1.38963,
,,,,,
27-Jun-19,Chinese yuan,1.0174,6.8778,0.147925,-0.033
27-Jun-19,Euro,0.38671,1.13795,0.440057,0.11
27-Jun-19,Japanese yen,11.9,107.845,0.110344,-0.148
27-Jun-19,U.K. pound,0.085946,1.2714,0.109272,0.197
27-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.390118,
,,,     U.S.$1.00 = SDR,0.719363,-0.035
,,,       SDR1 = US$,1.39012,
,,,,,
28-Jun-19,Chinese yuan,1.0174,6.8761,0.147962,0.025
28-Jun-19,Euro,0.38671,1.13825,0.440173,0.026
28-Jun-19,Japanese yen,11.9,107.68,0.110513,0.153
28-Jun-19,U.K. pound,0.085946,1.26875,0.109044,-0.208
28-Jun-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.390212,
,,,     U.S.$1.00 = SDR,0.719315,-0.007
,,,       SDR1 = US$,1.39021,
,,,,,
01-Jul-19,Chinese yuan,1.0174,6.8447,0.148641,0.459
01-Jul-19,Euro,0.38671,1.13365,0.438394,-0.404
01-Jul-19,Japanese yen,11.9,108.255,0.109926,-0.531
01-Jul-19,U.K. pound,0.085946,1.2637,0.10861,-0.398
01-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.388091,
,,,     U.S.$1.00 = SDR,0.720414,0.153
,,,       SDR1 = US$,1.38809,
,,,,,
02-Jul-19,Chinese yuan,1.0174,6.88025,0.147873,-0.517
02-Jul-19,Euro,0.38671,1.12985,0.436924,-0.335
02-Jul-19,Japanese yen,11.9,108.26,0.109921,-0.005
02-Jul-19,U.K. pound,0.085946,1.26275,0.108528,-0.075
02-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.385766,
,,,     U.S.$1.00 = SDR,0.721623,0.168
,,,       SDR1 = US$,1.38577,
,,,,,
03-Jul-19,Chinese yuan,1.0174,6.88855,0.147694,-0.12
03-Jul-19,Euro,0.38671,1.1298,0.436905,-0.004
03-Jul-19,Japanese yen,11.9,107.635,0.110559,0.581
03-Jul-19,U.K. pound,0.085946,1.25705,0.108038,-0.451
03-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.385716,
,,,     U.S.$1.00 = SDR,0.721649,0.004
,,,       SDR1 = US$,1.38572,
,,,,,
05-Jul-19,Chinese yuan,1.0174,6.8804,0.147869,0.118
05-Jul-19,Euro,0.38671,1.1262,0.435513,-0.319
05-Jul-19,Japanese yen,11.9,108.045,0.110139,-0.379
05-Jul-19,U.K. pound,0.085946,1.25475,0.107841,-0.183
05-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.383882,
,,,     U.S.$1.00 = SDR,0.722605,0.132
,,,       SDR1 = US$,1.38388,
,,,,,
08-Jul-19,Chinese yuan,1.0174,6.8886,0.147693,-0.119
08-Jul-19,Euro,0.38671,1.1215,0.433695,-0.417
08-Jul-19,Japanese yen,11.9,108.535,0.109642,-0.451
08-Jul-19,U.K. pound,0.085946,1.2523,0.10763,-0.195
08-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.38118,
,,,     U.S.$1.00 = SDR,0.724019,0.196
,,,       SDR1 = US$,1.38118,
,,,,,
09-Jul-19,Chinese yuan,1.0174,6.89285,0.147602,-0.062
09-Jul-19,Euro,0.38671,1.12015,0.433173,-0.12
09-Jul-19,Japanese yen,11.9,108.815,0.10936,-0.257
09-Jul-19,U.K. pound,0.085946,1.2465,0.107132,-0.463
09-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.379787,
,,,     U.S.$1.00 = SDR,0.72475,0.101
,,,       SDR1 = US$,1.37979,
,,,,,
10-Jul-19,Chinese yuan,1.0174,6.8905,0.147653,0.034
10-Jul-19,Euro,0.38671,1.12165,0.433753,0.134
10-Jul-19,Japanese yen,11.9,108.92,0.109254,-0.096
10-Jul-19,U.K. pound,0.085946,1.247,0.107175,0.04
10-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.380355,
,,,     U.S.$1.00 = SDR,0.724451,-0.041
,,,       SDR1 = US$,1.38036,
,,,,,
11-Jul-19,Chinese yuan,1.0174,6.8695,0.148104,0.306
11-Jul-19,Euro,0.38671,1.12725,0.435919,0.499
11-Jul-19,Japanese yen,11.9,108.135,0.110048,0.726
11-Jul-19,U.K. pound,0.085946,1.256,0.107948,0.722
11-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.384539,
,,,     U.S.$1.00 = SDR,0.722262,-0.302
,,,       SDR1 = US$,1.38454,
,,,,,
12-Jul-19,Chinese yuan,1.0174,6.8837,0.147798,-0.206
12-Jul-19,Euro,0.38671,1.1259,0.435397,-0.12
12-Jul-19,Japanese yen,11.9,108.34,0.109839,-0.189
12-Jul-19,U.K. pound,0.085946,1.2532,0.107708,-0.223
12-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.383262,
,,,     U.S.$1.00 = SDR,0.722929,0.092
,,,       SDR1 = US$,1.38326,
,,,,,
15-Jul-19,Chinese yuan,1.0174,6.87465,0.147993,0.132
15-Jul-19,Euro,0.38671,1.1278,0.436132,0.169
15-Jul-19,Japanese yen,11.9,107.915,0.110272,0.394
15-Jul-19,U.K. pound,0.085946,1.2546,0.107828,0.112
15-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.384745,
,,,     U.S.$1.00 = SDR,0.722155,-0.107
,,,       SDR1 = US$,1.38474,
,,,,,
16-Jul-19,Chinese yuan,1.0174,6.8784,0.147912,-0.055
16-Jul-19,Euro,0.38671,1.12235,0.434024,-0.483
16-Jul-19,Japanese yen,11.9,107.955,0.110231,-0.037
16-Jul-19,U.K. pound,0.085946,1.2418,0.106728,-1.02
16-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.381415,
,,,     U.S.$1.00 = SDR,0.723895,0.241
,,,       SDR1 = US$,1.38142,
,,,,,
17-Jul-19,Chinese yuan,1.0174,6.87985,0.147881,-0.021
17-Jul-19,Euro,0.38671,1.12185,0.433831,-0.045
17-Jul-19,Japanese yen,11.9,108.245,0.109936,-0.268
17-Jul-19,U.K. pound,0.085946,1.2405,0.106616,-0.105
17-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.380784,
,,,     U.S.$1.00 = SDR,0.724226,0.046
,,,       SDR1 = US$,1.38078,
,,,,,
18-Jul-19,Chinese yuan,1.0174,6.8846,0.147779,-0.069
18-Jul-19,Euro,0.38671,1.1212,0.433579,-0.058
18-Jul-19,Japanese yen,11.9,107.855,0.110333,0.362
18-Jul-19,U.K. pound,0.085946,1.24755,0.107222,0.568
18-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.381433,
,,,     U.S.$1.00 = SDR,0.723886,-0.047
,,,       SDR1 = US$,1.38143,
,,,,,
19-Jul-19,Chinese yuan,1.0174,6.87915,0.147896,0.079
19-Jul-19,Euro,0.38671,1.12385,0.434604,0.236
19-Jul-19,Japanese yen,11.9,107.595,0.1106,0.242
19-Jul-19,U.K. pound,0.085946,1.2543,0.107802,0.541
19-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.383422,
,,,     U.S.$1.00 = SDR,0.722845,-0.144
,,,       SDR1 = US$,1.38342,
,,,,,
22-Jul-19,Chinese yuan,1.0174,6.87945,0.14789,-0.004
22-Jul-19,Euro,0.38671,1.12215,0.433947,-0.151
22-Jul-19,Japanese yen,11.9,107.875,0.110313,-0.26
22-Jul-19,U.K. pound,0.085946,1.2468,0.107157,-0.598
22-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.381827,
,,,     U.S.$1.00 = SDR,0.72368,0.116
,,,       SDR1 = US$,1.38183,
,,,,,
23-Jul-19,Chinese yuan,1.0174,6.8819,0.147837,-0.036
23-Jul-19,Euro,0.38671,1.11805,0.432361,-0.365
23-Jul-19,Japanese yen,11.9,108.11,0.110073,-0.217
23-Jul-19,U.K. pound,0.085946,1.24605,0.107093,-0.06
23-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.379884,
,,,     U.S.$1.00 = SDR,0.724699,0.141
,,,       SDR1 = US$,1.37988,
,,,,,
24-Jul-19,Chinese yuan,1.0174,6.87655,0.147952,0.078
24-Jul-19,Euro,0.38671,1.1154,0.431336,-0.237
24-Jul-19,Japanese yen,11.9,108.04,0.110144,0.065
24-Jul-19,U.K. pound,0.085946,1.25185,0.107592,0.465
24-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.379544,
,,,     U.S.$1.00 = SDR,0.724877,0.025
,,,       SDR1 = US$,1.37954,
,,,,,
25-Jul-19,Chinese yuan,1.0174,6.8759,0.147966,0.009
25-Jul-19,Euro,0.38671,1.11395,0.430776,-0.13
25-Jul-19,Japanese yen,11.9,108.06,0.110124,-0.019
25-Jul-19,U.K. pound,0.085946,1.2495,0.10739,-0.188
25-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.378776,
,,,     U.S.$1.00 = SDR,0.725281,0.056
,,,       SDR1 = US$,1.37878,
,,,,,
26-Jul-19,Chinese yuan,1.0174,6.87935,0.147892,-0.05
26-Jul-19,Euro,0.38671,1.11325,0.430505,-0.063
26-Jul-19,Japanese yen,11.9,108.675,0.109501,-0.566
26-Jul-19,U.K. pound,0.085946,1.24285,0.106818,-0.532
26-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.377236,
,,,     U.S.$1.00 = SDR,0.726092,0.112
,,,       SDR1 = US$,1.37724,
,,,,,
29-Jul-19,Chinese yuan,1.0174,6.8948,0.14756,-0.224
29-Jul-19,Euro,0.38671,1.1124,0.430176,-0.076
29-Jul-19,Japanese yen,11.9,108.63,0.109546,0.041
29-Jul-19,U.K. pound,0.085946,1.2318,0.105868,-0.889
29-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.37567,
,,,     U.S.$1.00 = SDR,0.726919,0.114
,,,       SDR1 = US$,1.37567,
,,,,,
30-Jul-19,Chinese yuan,1.0174,6.88505,0.147769,0.142
30-Jul-19,Euro,0.38671,1.1147,0.431066,0.207
30-Jul-19,Japanese yen,11.9,108.61,0.109566,0.018
30-Jul-19,U.K. pound,0.085946,1.21695,0.104592,-1.206
30-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.375513,
,,,     U.S.$1.00 = SDR,0.727001,0.011
,,,       SDR1 = US$,1.37551,
,,,,,
31-Jul-19,Chinese yuan,1.0174,6.8901,0.147661,-0.073
31-Jul-19,Euro,0.38671,1.1147,0.431066,0
31-Jul-19,Japanese yen,11.9,108.56,0.109617,0.046
31-Jul-19,U.K. pound,0.085946,1.2165,0.104553,-0.037
31-Jul-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.375417,
,,,     U.S.$1.00 = SDR,0.727052,0.007
,,,       SDR1 = US$,1.37542,
,,,,,
01-Aug-19,Chinese yuan,1.0174,6.91055,0.147224,-0.296
01-Aug-19,Euro,0.38671,1.10335,0.426676,-1.018
01-Aug-19,Japanese yen,11.9,108.985,0.109189,-0.39
01-Aug-19,U.K. pound,0.085946,1.2103,0.10402,-0.51
01-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.369629,
,,,     U.S.$1.00 = SDR,0.730125,0.423
,,,       SDR1 = US$,1.36963,
,,,,,
02-Aug-19,Chinese yuan,1.0174,6.96585,0.146055,-0.794
02-Aug-19,Euro,0.38671,1.10975,0.429151,0.58
02-Aug-19,Japanese yen,11.9,106.855,0.111366,1.993
02-Aug-19,U.K. pound,0.085946,1.2106,0.104046,0.025
02-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.373138,
,,,     U.S.$1.00 = SDR,0.728259,-0.256
,,,       SDR1 = US$,1.37314,
,,,,,
05-Aug-19,Chinese yuan,1.0174,7.0901,0.143496,-1.752
05-Aug-19,Euro,0.38671,1.11685,0.431897,0.64
05-Aug-19,Japanese yen,11.9,106.075,0.112185,0.735
05-Aug-19,U.K. pound,0.085946,1.2164,0.104545,0.479
05-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.374643,
,,,     U.S.$1.00 = SDR,0.727462,-0.109
,,,       SDR1 = US$,1.37464,
,,,,,
06-Aug-19,Chinese yuan,1.0174,7.0693,0.143918,0.294
06-Aug-19,Euro,0.38671,1.12015,0.433173,0.295
06-Aug-19,Japanese yen,11.9,106.335,0.11191,-0.245
06-Aug-19,U.K. pound,0.085946,1.2183,0.104708,0.156
06-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.376229,
,,,     U.S.$1.00 = SDR,0.726623,-0.115
,,,       SDR1 = US$,1.37623,
,,,,,
07-Aug-19,Chinese yuan,1.0174,7.0814,0.143672,-0.171
07-Aug-19,Euro,0.38671,1.11855,0.432554,-0.143
07-Aug-19,Japanese yen,11.9,106.225,0.112026,0.104
07-Aug-19,U.K. pound,0.085946,1.2137,0.104313,-0.378
07-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.375085,
,,,     U.S.$1.00 = SDR,0.727228,0.083
,,,       SDR1 = US$,1.37508,
,,,,,
08-Aug-19,Chinese yuan,1.0174,7.0731,0.143841,0.117
08-Aug-19,Euro,0.38671,1.1199,0.433077,0.121
08-Aug-19,Japanese yen,11.9,106.09,0.112169,0.127
08-Aug-19,U.K. pound,0.085946,1.2152,0.104442,0.124
08-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.376049,
,,,     U.S.$1.00 = SDR,0.726718,-0.07
,,,       SDR1 = US$,1.37605,
,,,,,
09-Aug-19,Chinese yuan,1.0174,7.0842,0.143615,-0.157
09-Aug-19,Euro,0.38671,1.12035,0.433251,0.04
09-Aug-19,Japanese yen,11.9,105.775,0.112503,0.298
09-Aug-19,U.K. pound,0.085946,1.2088,0.103892,-0.527
09-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.375781,
,,,     U.S.$1.00 = SDR,0.72686,0.02
,,,       SDR1 = US$,1.37578,
,,,,,
12-Aug-19,Chinese yuan,1.0174,7.10125,0.143271,-0.24
12-Aug-19,Euro,0.38671,1.11965,0.43298,-0.062
12-Aug-19,Japanese yen,11.9,105.13,0.113193,0.614
12-Aug-19,U.K. pound,0.085946,1.20865,0.103879,-0.012
12-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.375843,
,,,     U.S.$1.00 = SDR,0.726827,-0.005
,,,       SDR1 = US$,1.37584,
,,,,,
13-Aug-19,Chinese yuan,1.0174,7.09335,0.14343,0.111
13-Aug-19,Euro,0.38671,1.12165,0.433753,0.179
13-Aug-19,Japanese yen,11.9,105.205,0.113112,-0.071
13-Aug-19,U.K. pound,0.085946,1.2086,0.103874,-0.004
13-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.376689,
,,,     U.S.$1.00 = SDR,0.72638,-0.062
,,,       SDR1 = US$,1.37669,
,,,,,
14-Aug-19,Chinese yuan,1.0174,7.03705,0.144578,0.8
14-Aug-19,Euro,0.38671,1.11795,0.432322,-0.33
14-Aug-19,Japanese yen,11.9,106.145,0.112111,-0.886
14-Aug-19,U.K. pound,0.085946,1.2099,0.103986,0.108
14-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.375517,
,,,     U.S.$1.00 = SDR,0.726999,0.085
,,,       SDR1 = US$,1.37552,
,,,,,
15-Aug-19,Chinese yuan,1.0174,7.06175,0.144072,-0.35
15-Aug-19,Euro,0.38671,1.11545,0.431356,-0.224
15-Aug-19,Japanese yen,11.9,105.775,0.112503,0.35
15-Aug-19,U.K. pound,0.085946,1.2093,0.103934,-0.05
15-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.374385,
,,,     U.S.$1.00 = SDR,0.727598,0.082
,,,       SDR1 = US$,1.37439,
,,,,,
16-Aug-19,Chinese yuan,1.0174,7.0473,0.144367,0.205
16-Aug-19,Euro,0.38671,1.10775,0.428378,-0.69
16-Aug-19,Japanese yen,11.9,106.365,0.111879,-0.555
16-Aug-19,U.K. pound,0.085946,1.216,0.10451,0.554
16-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.371654,
,,,     U.S.$1.00 = SDR,0.729047,0.199
,,,       SDR1 = US$,1.37165,
,,,,,
19-Aug-19,Chinese yuan,1.0174,7.05485,0.144213,-0.107
19-Aug-19,Euro,0.38671,1.11085,0.429577,0.28
19-Aug-19,Japanese yen,11.9,106.585,0.111648,-0.206
19-Aug-19,U.K. pound,0.085946,1.2123,0.104192,-0.304
19-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.37215,
,,,     U.S.$1.00 = SDR,0.728783,-0.036
,,,       SDR1 = US$,1.37215,
,,,,,
20-Aug-19,Chinese yuan,1.0174,7.0724,0.143855,-0.248
20-Aug-19,Euro,0.38671,1.10815,0.428533,-0.243
20-Aug-19,Japanese yen,11.9,106.315,0.111932,0.254
20-Aug-19,U.K. pound,0.085946,1.2075,0.10378,-0.396
20-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.37062,
,,,     U.S.$1.00 = SDR,0.729597,0.112
,,,       SDR1 = US$,1.37062,
,,,,,
21-Aug-19,Chinese yuan,1.0174,7.0712,0.143879,0.017
21-Aug-19,Euro,0.38671,1.1102,0.429325,0.185
21-Aug-19,Japanese yen,11.9,106.45,0.11179,-0.127
21-Aug-19,U.K. pound,0.085946,1.2123,0.104192,0.398
21-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.371706,
,,,     U.S.$1.00 = SDR,0.729019,-0.079
,,,       SDR1 = US$,1.37171,
,,,,,
22-Aug-19,Chinese yuan,1.0174,7.0916,0.143466,-0.288
22-Aug-19,Euro,0.38671,1.10675,0.427991,-0.311
22-Aug-19,Japanese yen,11.9,106.445,0.111795,0.005
22-Aug-19,U.K. pound,0.085946,1.21385,0.104326,0.128
22-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.370098,
,,,     U.S.$1.00 = SDR,0.729875,0.117
,,,       SDR1 = US$,1.3701,
,,,,,
23-Aug-19,Chinese yuan,1.0174,7.0927,0.143443,-0.016
23-Aug-19,Euro,0.38671,1.10545,0.427489,-0.117
23-Aug-19,Japanese yen,11.9,106.635,0.111596,-0.178
23-Aug-19,U.K. pound,0.085946,1.2218,0.105009,0.655
23-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.370057,
,,,     U.S.$1.00 = SDR,0.729897,0.003
,,,       SDR1 = US$,1.37006,
,,,,,
26-Aug-19,Chinese yuan,1.0174,7.1551,0.142192,-0.872
26-Aug-19,Euro,0.38671,1.1119,0.429983,0.583
26-Aug-19,Japanese yen,11.9,105.835,0.112439,0.756
26-Aug-19,U.K. pound,0.085946,1.22415,0.105211,0.192
26-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.372345,
,,,     U.S.$1.00 = SDR,0.72868,-0.167
,,,       SDR1 = US$,1.37234,
,,,,,
27-Aug-19,Chinese yuan,1.0174,7.1667,0.141962,-0.162
27-Aug-19,Euro,0.38671,1.11085,0.429577,-0.094
27-Aug-19,Japanese yen,11.9,105.815,0.11246,0.019
27-Aug-19,U.K. pound,0.085946,1.2254,0.105318,0.102
27-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.371837,
,,,     U.S.$1.00 = SDR,0.72895,0.037
,,,       SDR1 = US$,1.37184,
,,,,,
28-Aug-19,Chinese yuan,1.0174,7.16715,0.141953,-0.006
28-Aug-19,Euro,0.38671,1.10935,0.428997,-0.135
28-Aug-19,Japanese yen,11.9,105.75,0.11253,0.061
28-Aug-19,U.K. pound,0.085946,1.221,0.10494,-0.359
28-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.37094,
,,,     U.S.$1.00 = SDR,0.729427,0.065
,,,       SDR1 = US$,1.37094,
,,,,,
29-Aug-19,Chinese yuan,1.0174,7.1491,0.142312,0.252
29-Aug-19,Euro,0.38671,1.10725,0.428185,-0.189
29-Aug-19,Japanese yen,11.9,106.275,0.111974,-0.494
29-Aug-19,U.K. pound,0.085946,1.21965,0.104824,-0.111
29-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.369815,
,,,     U.S.$1.00 = SDR,0.730026,0.082
,,,       SDR1 = US$,1.36981,
,,,,,
30-Aug-19,Chinese yuan,1.0174,7.1489,0.142316,0.003
30-Aug-19,Euro,0.38671,1.10415,0.426986,-0.28
30-Aug-19,Japanese yen,11.9,106.39,0.111853,-0.108
30-Aug-19,U.K. pound,0.085946,1.2178,0.104665,-0.152
30-Aug-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.36834,
,,,     U.S.$1.00 = SDR,0.730813,0.108
,,,       SDR1 = US$,1.36834,
,,,,,
03-Sep-19,Chinese yuan,1.0174,7.1821,0.141658,-0.462
03-Sep-19,Euro,0.38671,1.09385,0.423003,-0.933
03-Sep-19,Japanese yen,11.9,106.165,0.11209,0.212
03-Sep-19,U.K. pound,0.085946,1.2031,0.103402,-1.207
03-Sep-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.362673,
,,,     U.S.$1.00 = SDR,0.733852,0.416
,,,       SDR1 = US$,1.36267,
,,,,,
04-Sep-19,Chinese yuan,1.0174,7.15275,0.142239,0.41
04-Sep-19,Euro,0.38671,1.1017,0.426038,0.718
04-Sep-19,Japanese yen,11.9,106.225,0.112026,-0.056
04-Sep-19,U.K. pound,0.085946,1.221,0.10494,1.488
04-Sep-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.367763,
,,,     U.S.$1.00 = SDR,0.731121,-0.372
,,,       SDR1 = US$,1.36776,
,,,,,
05-Sep-19,Chinese yuan,1.0174,7.14115,0.14247,0.162
05-Sep-19,Euro,0.38671,1.10565,0.427566,0.359
05-Sep-19,Japanese yen,11.9,106.635,0.111596,-0.384
05-Sep-19,U.K. pound,0.085946,1.23355,0.106019,1.028
05-Sep-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.370171,
,,,     U.S.$1.00 = SDR,0.729836,-0.176
,,,       SDR1 = US$,1.37017,
,,,,,
06-Sep-19,Chinese yuan,1.0174,7.1114,0.143066,0.418
06-Sep-19,Euro,0.38671,1.103,0.426541,-0.24
06-Sep-19,Japanese yen,11.9,106.975,0.111241,-0.318
06-Sep-19,U.K. pound,0.085946,1.2298,0.105696,-0.304
06-Sep-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.369064,
,,,     U.S.$1.00 = SDR,0.730426,0.081
,,,       SDR1 = US$,1.36906,
,,,,,
09-Sep-19,Chinese yuan,1.0174,7.1218,0.142857,-0.146
09-Sep-19,Euro,0.38671,1.10255,0.426367,-0.041
09-Sep-19,Japanese yen,11.9,106.985,0.111231,-0.009
09-Sep-19,U.K. pound,0.085946,1.23755,0.106362,0.63
09-Sep-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.369337,
,,,     U.S.$1.00 = SDR,0.73028,-0.02
,,,       SDR1 = US$,1.36934,
,,,,,
10-Sep-19,Chinese yuan,1.0174,7.1066,0.143163,0.214
10-Sep-19,Euro,0.38671,1.10385,0.42687,0.118
10-Sep-19,Japanese yen,11.9,107.375,0.110827,-0.363
10-Sep-19,U.K. pound,0.085946,1.2335,0.106014,-0.327
10-Sep-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.369394,
,,,     U.S.$1.00 = SDR,0.73025,-0.004
,,,       SDR1 = US$,1.36939,
,,,,,
11-Sep-19,Chinese yuan,1.0174,7.11095,0.143075,-0.061
11-Sep-19,Euro,0.38671,1.10075,0.425671,-0.281
11-Sep-19,Japanese yen,11.9,107.675,0.110518,-0.279
11-Sep-19,U.K. pound,0.085946,1.2354,0.106178,0.154
11-Sep-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.367962,
,,,     U.S.$1.00 = SDR,0.731014,0.105
,,,       SDR1 = US$,1.36796,
,,,,,
12-Sep-19,Chinese yuan,1.0174,7.08035,0.143693,0.432
12-Sep-19,Euro,0.38671,1.10245,0.426328,0.154
12-Sep-19,Japanese yen,11.9,107.885,0.110303,-0.195
12-Sep-19,U.K. pound,0.085946,1.23205,0.10589,-0.271
12-Sep-19,U.S. dollar,0.58252,1,0.58252,0
,,,,1.368734,
,,,     U.S.$1.00 = SDR,0.730602,-0.056
,,,       SDR1 = US$,1.36873,
,,,,,
